	herb_id	herb_name	herb_type	target	Resource
447	HBIN039031	pectolinarigenin	Flavonoid	BCL2L1	Jinyinhua
448	HBIN039031	pectolinarigenin	Flavonoid	STAT3	Jinyinhua
449	HBIN039031	pectolinarigenin	Flavonoid	CCND1	Jinyinhua
450	HBIN025041	emodin	Anthraquinone	RUNX2	Mixed
451	HBIN025041	emodin	Anthraquinone	TWIST1	Mixed
452	HBIN025041	emodin	Anthraquinone	ROS1	Mixed
453	HBIN025041	emodin	Anthraquinone	FOS	Mixed
454	HBIN025041	emodin	Anthraquinone	JAK2	Mixed
455	HBIN025041	emodin	Anthraquinone	JAK1	Mixed
456	HBIN025041	emodin	Anthraquinone	CTNNB1	Mixed
457	HBIN025041	emodin	Anthraquinone	CCL27	Mixed
458	HBIN025041	emodin	Anthraquinone	NFKB1	Mixed
459	HBIN025041	emodin	Anthraquinone	PRKCD	Mixed
460	HBIN025041	emodin	Anthraquinone	EDN1	Mixed
461	HBIN025041	emodin	Anthraquinone	SLPI	Mixed
462	HBIN025041	emodin	Anthraquinone	ALPP	Mixed
463	HBIN025041	emodin	Anthraquinone	MTA3	Mixed
464	HBIN025041	emodin	Anthraquinone	STAT3	Mixed
465	HBIN025041	emodin	Anthraquinone	ATRNL1	Mixed
466	HBIN025041	emodin	Anthraquinone	ALPL	Mixed
467	HBIN025041	emodin	Anthraquinone	CASP3	Mixed
468	HBIN025041	emodin	Anthraquinone	PPP1R14A	Mixed
469	HBIN025041	emodin	Anthraquinone	CDH1	Mixed
470	HBIN025041	emodin	Anthraquinone	ATHS	Mixed
471	HBIN025041	emodin	Anthraquinone	PDLIM3	Mixed
472	HBIN025041	emodin	Anthraquinone	BGLAP	Mixed
473	HBIN025041	emodin	Anthraquinone	NFATC1	Mixed
474	HBIN025041	emodin	Anthraquinone	VIM	Mixed
475	HBIN025041	emodin	Anthraquinone	NAT10	Mixed
476	HBIN025041	emodin	Anthraquinone	TNFSF11	Mixed
477	HBIN025041	emodin	Anthraquinone	ASRGL1	Mixed
478	HBIN025041	emodin	Anthraquinone	AKT1	Mixed
479	HBIN025041	emodin	Anthraquinone	SRC	Mixed
480	HBIN021795	cryptotanshinone	Phenanthra quinone	OLR1	Danshen
481	HBIN021795	cryptotanshinone	Phenanthra quinone	TGFB1	Danshen
482	HBIN021795	cryptotanshinone	Phenanthra quinone	IKBKB	Danshen
483	HBIN021795	cryptotanshinone	Phenanthra quinone	CASP9	Danshen
484	HBIN021795	cryptotanshinone	Phenanthra quinone	PTPN11	Danshen
485	HBIN021795	cryptotanshinone	Phenanthra quinone	MMP9	Danshen
486	HBIN021795	cryptotanshinone	Phenanthra quinone	AKT2	Danshen
487	HBIN021795	cryptotanshinone	Phenanthra quinone	CYP17A1	Danshen
488	HBIN021795	cryptotanshinone	Phenanthra quinone	GLIS3	Danshen
489	HBIN021795	cryptotanshinone	Phenanthra quinone	DNM1L	Danshen
490	HBIN021795	cryptotanshinone	Phenanthra quinone	PAX5	Danshen
491	HBIN021795	cryptotanshinone	Phenanthra quinone	NFKB1	Danshen
492	HBIN021795	cryptotanshinone	Phenanthra quinone	PTGS2	Danshen
493	HBIN021795	cryptotanshinone	Phenanthra quinone	BAX	Danshen
494	HBIN021795	cryptotanshinone	Phenanthra quinone	AR	Danshen
495	HBIN021795	cryptotanshinone	Phenanthra quinone	SMAD2	Danshen
496	HBIN021795	cryptotanshinone	Phenanthra quinone	STAT3	Danshen
497	HBIN021795	cryptotanshinone	Phenanthra quinone	NOX4	Danshen
498	HBIN021795	cryptotanshinone	Phenanthra quinone	CASP3	Danshen
499	HBIN021795	cryptotanshinone	Phenanthra quinone	CASP7	Danshen
500	HBIN021795	cryptotanshinone	Phenanthra quinone	NOS2	Danshen
501	HBIN021795	cryptotanshinone	Phenanthra quinone	S100B	Danshen
502	HBIN021795	cryptotanshinone	Phenanthra quinone	RELA	Danshen
503	HBIN021795	cryptotanshinone	Phenanthra quinone	GFAP	Danshen
504	HBIN024164	diosgenin	Steroid	MAPK3	Mixed
505	HBIN024164	diosgenin	Steroid	MAPK1	Mixed
506	HBIN024164	diosgenin	Steroid	RPL17-C18ORF32	Mixed
507	HBIN024164	diosgenin	Steroid	TNFRSF10B	Mixed
508	HBIN024164	diosgenin	Steroid	MAPK14	Mixed
509	HBIN024164	diosgenin	Steroid	PTGS2	Mixed
510	HBIN024164	diosgenin	Steroid	PDCD1	Mixed
511	HBIN024164	diosgenin	Steroid	RPL17	Mixed
